series_id,year,period,value,footnote_codes.x,date,area_code,item_code,seasonal,periodicity_code,base_code,base_period,footnote_codes.y,begin_year,begin_period,end_year,end_period,item_name
MUUR0000SA0L1,1963,M09,30.8,NA,1963-09-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1963,M10,30.9,NA,1963-10-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1963,M11,31,NA,1963-11-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1963,M12,31,NA,1963-12-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1963,M13,30.7,NA,NA,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1964,M01,31,NA,1964-01-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1964,M02,31,NA,1964-02-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1964,M03,31.1,NA,1964-03-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1964,M04,31.1,NA,1964-04-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1964,M05,31.1,NA,1964-05-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1964,M06,31.1,NA,1964-06-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1964,M07,31.1,NA,1964-07-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1964,M08,31.1,NA,1964-08-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1964,M09,31.2,NA,1964-09-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1964,M10,31.2,NA,1964-10-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1964,M11,31.3,NA,1964-11-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1964,M12,31.3,NA,1964-12-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1964,M13,31.1,NA,NA,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1965,M01,31.4,NA,1965-01-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1965,M02,31.4,NA,1965-02-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1965,M03,31.4,NA,1965-03-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1965,M04,31.5,NA,1965-04-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1965,M05,31.5,NA,1965-05-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1965,M06,31.5,NA,1965-06-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1965,M07,31.5,NA,1965-07-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1965,M08,31.5,NA,1965-08-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1965,M09,31.6,NA,1965-09-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1965,M10,31.7,NA,1965-10-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1965,M11,31.8,NA,1965-11-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1965,M12,31.8,NA,1965-12-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1965,M13,31.6,NA,NA,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1966,M01,31.8,NA,1966-01-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1966,M02,31.8,NA,1966-02-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1966,M03,31.9,NA,1966-03-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1966,M04,32.1,NA,1966-04-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1966,M05,32.2,NA,1966-05-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1966,M06,32.3,NA,1966-06-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1966,M07,32.4,NA,1966-07-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1966,M08,32.4,NA,1966-08-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1966,M09,32.5,NA,1966-09-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1966,M10,32.7,NA,1966-10-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1966,M11,32.8,NA,1966-11-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1966,M12,32.9,NA,1966-12-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1966,M13,32.3,NA,NA,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1967,M01,32.8,NA,1967-01-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1967,M02,32.9,NA,1967-02-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1967,M03,33,NA,1967-03-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1967,M04,33.1,NA,1967-04-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1967,M05,33.3,NA,1967-05-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1967,M06,33.3,NA,1967-06-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1967,M07,33.4,NA,1967-07-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1967,M08,33.5,NA,1967-08-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1967,M09,33.7,NA,1967-09-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1967,M10,33.8,NA,1967-10-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1967,M11,33.9,NA,1967-11-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1967,M12,34,NA,1967-12-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1967,M13,33.4,NA,NA,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1968,M01,34.1,NA,1968-01-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1968,M02,34.2,NA,1968-02-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1968,M03,34.4,NA,1968-03-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1968,M04,34.5,NA,1968-04-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1968,M05,34.6,NA,1968-05-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1968,M06,34.8,NA,1968-06-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1968,M07,34.9,NA,1968-07-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1968,M08,35.1,NA,1968-08-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1968,M09,35.2,NA,1968-09-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1968,M10,35.4,NA,1968-10-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1968,M11,35.6,NA,1968-11-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1968,M12,35.7,NA,1968-12-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1968,M13,34.9,NA,NA,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1969,M01,35.7,NA,1969-01-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1969,M02,35.9,NA,1969-02-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1969,M03,36.3,NA,1969-03-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1969,M04,36.5,NA,1969-04-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1969,M05,36.6,NA,1969-05-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1969,M06,36.7,NA,1969-06-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1969,M07,36.8,NA,1969-07-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1969,M08,37,NA,1969-08-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1969,M09,37.2,NA,1969-09-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1969,M10,37.4,NA,1969-10-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1969,M11,37.6,NA,1969-11-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1969,M12,37.7,NA,1969-12-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1969,M13,36.8,NA,NA,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1970,M01,37.9,NA,1970-01-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1970,M02,38.1,NA,1970-02-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1970,M03,38.3,NA,1970-03-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1970,M04,38.6,NA,1970-04-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1970,M05,38.8,NA,1970-05-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1970,M06,38.9,NA,1970-06-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1970,M07,39.1,NA,1970-07-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1970,M08,39.2,NA,1970-08-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1970,M09,39.4,NA,1970-09-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1970,M10,39.7,NA,1970-10-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1970,M11,40,NA,1970-11-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1970,M12,40.2,NA,1970-12-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1970,M13,39,NA,NA,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1971,M01,40.2,NA,1971-01-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1971,M02,40.2,NA,1971-02-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1971,M03,40.3,NA,1971-03-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1971,M04,40.4,NA,1971-04-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1971,M05,40.6,NA,1971-05-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1971,M06,40.8,NA,1971-06-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1971,M07,40.9,NA,1971-07-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1971,M08,41,NA,1971-08-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1971,M09,41.1,NA,1971-09-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1971,M10,41.3,NA,1971-10-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1971,M11,41.3,NA,1971-11-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1971,M12,41.4,NA,1971-12-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1971,M13,40.8,NA,NA,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1972,M01,41.4,NA,1972-01-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1972,M02,41.5,NA,1972-02-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1972,M03,41.6,NA,1972-03-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1972,M04,41.7,NA,1972-04-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1972,M05,41.9,NA,1972-05-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1972,M06,42,NA,1972-06-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1972,M07,42.1,NA,1972-07-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1972,M08,42.1,NA,1972-08-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1972,M09,42.3,NA,1972-09-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1972,M10,42.5,NA,1972-10-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1972,M11,42.6,NA,1972-11-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1972,M12,42.6,NA,1972-12-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1972,M13,42,NA,NA,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1973,M01,42.6,NA,1973-01-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1973,M02,42.7,NA,1973-02-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1973,M03,42.9,NA,1973-03-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1973,M04,43.1,NA,1973-04-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1973,M05,43.3,NA,1973-05-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1973,M06,43.5,NA,1973-06-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1973,M07,43.6,NA,1973-07-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1973,M08,43.7,NA,1973-08-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1973,M09,44,NA,1973-09-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1973,M10,44.5,NA,1973-10-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1973,M11,44.8,NA,1973-11-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1973,M12,45,NA,1973-12-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1973,M13,43.7,NA,NA,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1974,M01,45.3,NA,1974-01-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1974,M02,45.7,NA,1974-02-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1974,M03,46.2,NA,1974-03-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1974,M04,46.6,NA,1974-04-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1974,M05,47.2,NA,1974-05-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1974,M06,47.8,NA,1974-06-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1974,M07,48.2,NA,1974-07-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1974,M08,48.8,NA,1974-08-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1974,M09,49.4,NA,1974-09-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1974,M10,49.8,NA,1974-10-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1974,M11,50.2,NA,1974-11-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1974,M12,50.5,NA,1974-12-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1974,M13,48,NA,NA,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1975,M01,50.7,NA,1975-01-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1975,M02,51.1,NA,1975-02-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1975,M03,51.4,NA,1975-03-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1975,M04,51.7,NA,1975-04-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1975,M05,52,NA,1975-05-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1975,M06,52.3,NA,1975-06-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1975,M07,52.6,NA,1975-07-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1975,M08,52.9,NA,1975-08-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1975,M09,53.3,NA,1975-09-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1975,M10,53.6,NA,1975-10-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1975,M11,54,NA,1975-11-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1975,M12,54.2,NA,1975-12-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1975,M13,52.5,NA,NA,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1976,M01,54.3,NA,1976-01-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1976,M02,54.6,NA,1976-02-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1976,M03,54.9,NA,1976-03-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1976,M04,55.1,NA,1976-04-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1976,M05,55.5,NA,1976-05-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1976,M06,55.8,NA,1976-06-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1976,M07,56.1,NA,1976-07-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1976,M08,56.4,NA,1976-08-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1976,M09,56.8,NA,1976-09-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1976,M10,57.1,NA,1976-10-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1976,M11,57.3,NA,1976-11-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1976,M12,57.5,NA,1976-12-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1976,M13,56,NA,NA,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1977,M01,57.8,NA,1977-01-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1977,M02,58.1,NA,1977-02-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1977,M03,58.5,NA,1977-03-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1977,M04,58.9,NA,1977-04-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1977,M05,59.2,NA,1977-05-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1977,M06,59.6,NA,1977-06-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1977,M07,59.8,NA,1977-07-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1977,M08,60.1,NA,1977-08-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1977,M09,60.4,NA,1977-09-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1977,M10,60.7,NA,1977-10-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1977,M11,61,NA,1977-11-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1977,M12,61.2,NA,1977-12-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1977,M13,59.6,NA,NA,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1978,M01,61.4,NA,1978-01-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
MUUR0000SA0L1,1978,M02,61.7,NA,1978-02-01,0000,SA0L1,U,R,S,1982-84=100,NA,1935,M03,1998,M07,All items less food
